X60,Williston Municipal,FL,Williston,29.35422,-82.47288194
GIF,Winter Haven Regional,FL,Winter Haven,28.06291667,-81.75330556
ZPH,Zephyrhills Municipal,FL,Zephyrhills,28.22806472,-82.15591639
15J,Cook County,GA,Adel,31.13780556,-83.45308333
ABY,Southwest Georgia Regional,GA,Albany,31.535515,-84.19447333
AMG,Bacon County,GA,Alma,31.53605556,-82.50655556
ACJ,Jimmy Carter Regional,GA,Americus,32.11079917,-84.18884806
75J,Turner County,GA,Ashburn,31.68545833,-83.63211194
AHN,Athens/Ben Epps,GA,Athens,33.94859528,-83.32634694
ATL,Hartsfield - Jackson Atlanta International,GA,Atlanta,33.64044444,-84.42694444
FTY,Fulton County Exec/Charlie Brown Field,GA,Atlanta,33.77913889,-84.52136111
PDK,Dekalb-Peachtree,GA,Atlanta,33.87560444,-84.30196778
AGS,Augusta Regional at Bush Field,GA,Augusta,33.369955,-81.96449611
DNL,Daniel Field,GA,Augusta,33.46663667,-82.03933917
BGE,Decatur County Industrial Air Park,GA,Bainbridge,30.97152778,-84.63744444
BHC,Baxley Municipal,GA,Baxley,31.71383333,-82.39377778
DZJ,Blairsville,GA,Blairsville,None,None
BIJ,Early County,GA,Blakely,None,None
BQK,Brunswick Golden Isles,GA,Brunswick,31.25902778,-81.46630556
SSI,St Simons Island,GA,Brunswick,31.1515925,-81.39134667
6A1,Butler Municipal,GA,Butler,32.56736694,-84.25074833
70J,Cairo-Grady County,GA,Cairo,30.88797667,-84.15473528
CZL,Tom B David Field,GA,Calhoun,34.45678278,-84.93949944
CXU,Camilla-Mitchell County,GA,Camilla,31.21291667,-84.23680556
18A,Franklin-Hart,GA,Canon,34.34010472,-83.13348333
CNI,Cherokee County Regional,GA,Canton,None,None
CTJ,West Georgia Regional - O V Gray Field,GA,Carrollton,33.63102778,-85.15202778
VPC,Cartersville,GA,Cartersville,34.12313889,-84.84869444
4A4,Polk County/Cornelius Moore Field,GA,Cedartown,34.01869444,-85.14647222
CWV,Claxton-Evans County,GA,Claxton,32.19505556,-81.86955556
48A,Cochran,GA,Cochran,32.39936111,-83.27591667
CSG,Columbus,GA,Columbus,32.51633333,-84.93886111
CKF,Crisp County-Cordele,GA,Cordele,31.98883333,-83.77391667
AJR,Habersham County,GA,Cornelia,34.50081944,-83.55487
CVC,Covington Municipal,GA,Covington,None,None
25J,Lower Chattahoochee Regional,GA,Cuthbert,31.70016583,-84.82492194
PUJ,Paulding Northwest Atlanta,GA,Dallas,None,None
DNN,Dalton Municipal,GA,Dalton,34.72174833,-84.86910806
16J,Dawson Municipal,GA,Dawson,31.74328472,-84.419285
17J,Donalsonville Municipal,GA,Donalsonville,31.00694444,-84.87761111
DQH,Douglas Municipal,GA,Douglas,31.47780833,-82.85961556
DBN,W H 'Bud' Barron,GA,Dublin,32.56445806,-82.98525556
EZM,Heart of Georgia Regional,GA,Eastman,32.21425,-83.12802778
EBA,Elbert County-Patz Field,GA,Elberton,None,None
49A,Gilmer County,GA,Ellijay,34.62786417,-84.52492889
FZG,Fitzgerald Municipal,GA,Fitzgerald,31.68368667,-83.27046056
LHW,Wright AAF (Fort Stewart)/Midcoast Regional,GA,Fort Stewart (U.S. Army),None,None
GVL,Lee Gilmer Memorial,GA,Gainesville,34.27290389,-83.82681333
CPP,Greene County Regional,GA,Greensboro,None,None
6A2,Griffin-Spalding County,GA,Griffin,33.22697222,-84.27494444
HMP,Atlanta Speedway,GA,Hampton,None,None
AZE,Hazlehurst,GA,Hazlehurst,31.88465639,-82.64738778
HOE,Homerville,GA,Homerville,31.05591667,-82.77413889
JZP,Pickens County,GA,Jasper,34.45147972,-84.45659278
JCA,Jackson County,GA,Jefferson,None,None
09J,Jekyll Island,GA,Jekyll Island,31.07447222,-81.42777778
JES,Jesup-Wayne County,GA,Jesup,31.55408333,-81.88344444
9A5,Barwick Lafayette,GA,La Fayette,34.68896917,-85.29023333
LGC,Lagrange/Callaway,GA,La Grange,33.00884694,-85.07260556
LZU,Gwinnett County/Briscoe Field,GA,Lawrenceville,33.97807611,-83.96237722
2J3,Louisville Municipal,GA,Louisville,32.98654083,-82.38568139
MAC,Macon Downtown,GA,Macon,32.82213889,-83.56202778
MCN,Middle Georgia Regional,GA,Macon,32.69284944,-83.64921083
52A,Madison Municipal,GA,Madison,33.61212528,-83.46044333
RYY,Cobb County International/McCollum Field,GA,Marietta,34.01315611,-84.59854472
MHP,John Edwin Jones Sr Field/Metter Municipal,GA,Metter,32.37388889,-82.07919444
MLJ,Baldwin County Regional,GA,Milledgeville,33.15419444,-83.24061111
2J5,Millen,GA,Millen,32.89376972,-81.96511583
D73,Cy Nunnally Memorial,GA,Monroe,33.78149889,-83.69355389
53A,Dr C P Savage Sr,GA,Montezuma,32.302,-84.00747222
MGR,Moultrie Municipal,GA,Moultrie,31.08490917,-83.80325528
4J1,Brantley County,GA,Nahunta,31.21272417,-81.90539083
4J2,Berrien County,GA,Nashville,31.21255556,-83.22627778
CCO,Newnan Coweta County,GA,Newnan,33.31208333,-84.77027778
FFC,Atlanta Regional Falcon Field,GA,Peachtree City,33.35725,-84.57183333
PXE,Perry-Houston County,GA,Perry,32.51058333,-83.76733333
PIM,Harris County,GA,Pine Mountain,32.84069444,-84.88244444
4J5,Quitman Brooks County,GA,Quitman,30.80575139,-83.58654889
RVJ,Swinton Smith Field at Reidsville Municipal,GA,Reidsville,32.05897222,-82.15172222
RMG,Richard B Russell Regional - J H Towers Field,GA,Rome,34.35060111,-85.15801389
OKZ,Kaolin Field,GA,Sandersville,32.96672222,-82.83816667
SAV,Savannah/Hilton Head International,GA,Savannah,32.12758333,-81.20213889
TBR,Statesboro-Bulloch County,GA,Statesboro,32.48316667,-81.73727778
SBO,East Georgia Regional,GA,Swainsboro,32.60825,-82.36869444
JYL,Plantation Airpark,GA,Sylvania,32.64544861,-81.59649722
SYV,Sylvester,GA,Sylvester,31.55851111,-83.89573389
OPN,Thomaston-Upson County,GA,Thomaston,32.95458861,-84.26315222
TVI,Thomasville Regional,GA,Thomasville,30.90155194,-83.88133556
HQU,Thomson-McDuffie County,GA,Thomson,33.52972639,-82.51678556
TMA,Henry Tift Myers,GA,Tifton,31.42879528,-83.48787167
TOC,Toccoa - R G LeTourneau Field,GA,Toccoa,34.59376444,-83.2958
VLD,Valdosta Regional,GA,Valdosta,30.7825,-83.27672222
VDI,Vidalia Regional,GA,Vidalia,32.19255556,-82.37194444
5A9,Roosevelt Memorial,GA,Warm Springs,32.93346222,-84.68881639
IIY,Washington/Wilkes County,GA,Washington,33.77987528,-82.81661639
AYS,Waycross-Ware County,GA,Waycross,31.24905556,-82.39530556
BXG,Burke County,GA,Waynesboro,33.04093056,-82.00397917
MQW,Telfair-Wheeler,GA,Wheeler,32.09577778,-82.88002778
WDR,Barrow County,GA,Winder,33.98227778,-83.66808333
65J,Wrens Memorial,GA,Wrens,33.222645,-82.38373611
HNM,Hana,HI,Hana,20.79563722,-156.0144378
PAK,Port Allen,HI,Hanapepe,21.89686833,-159.6033217
UPP,Upolu,HI,Hawi,20.26525583,-155.8599875
ITO,Hilo International,HI,Hilo,19.72026306,-155.0484703
HNL,Daniel K Inouye International,HI,Honolulu,21.31869111,-157.9224072
OGG,Kahului,HI,Kahului,20.89864972,-156.4304578
KOA,Ellison Onizuka Kona International at Keahole,HI,Kailua Kona,19.73876583,-156.0456314
LUP,Kalaupapa,HI,Kalaupapa,21.21104028,-156.9735972
MUE,Waimea-Kohala,HI,Kamuela,20.00132694,-155.6681072
JRF,Kalaeloa (John Rodgers Field),HI,Kapolei,21.30735389,-158.0703017
MKK,Molokai,HI,Kaunakakai,21.15288583,-157.0962561
JHM,Kapalua,HI,Lahaina,20.96293639,-156.6730317
LNY,Lanai,HI,Lanai City,20.78561111,-156.9514181
LIH,Lihue,HI,Lihue,21.97598306,-159.3389581
HDH,Kawaihapai Airfield,HI,Wahiawa,21.57947361,-158.1972814
U36,Aberdeen Municipal,ID,Aberdeen,42.92102222,-112.8811053
PIH,Pocatello Regional,ID,Arbon Valley,42.91130556,-112.5958611
AOC,Arco-Butte County,ID,Arco,43.60343056,-113.3340972
U02,McCarley Field,ID,Blackfoot,43.20925,-112.3495861
BOI,Boise Air Trml/Gowen Field,ID,Boise,43.56444444,-116.2227778
65S,Boundary County,ID,Bonners Ferry,48.72632639,-116.2954761
U03,Buhl Municipal,ID,Buhl,42.59157139,-114.7967178
BYI,Burley Municipal,ID,Burley,42.54260361,-113.7715442
EUL,Caldwell Exec,ID,Caldwell,43.64186111,-116.6357778
U70,Cascade,ID,Cascade,44.4937825,-116.0162422
LLJ,Challis,ID,Challis,44.52297806,-114.2175642
U82,Council Municipal,ID,Council,44.7498875,-116.4468092
DIJ,Driggs/Reed Memorial,ID,Driggs,None,None
GNG,Gooding Municipal,ID,Gooding,42.91716639,-114.7651575
GIC,Idaho County,ID,Grangeville,None,None
SUN,Friedman Memorial,ID,Hailey,43.50484139,-114.2965903
COE,Coeur D'Alene/Pappy Boyington Field,ID,Hayden Lake,47.77429167,-116.8196231
S66,Homedale Municipal,ID,Homedale,43.61488056,-116.9215372
IDA,Idaho Falls Regional,ID,Idaho Falls,43.51455556,-112.0701667
JER,Jerome County,ID,Jerome,42.72663639,-114.4571506
S73,Kamiah Municipal,ID,Kamiah,46.21934028,-116.0134736
S83,Shoshone County,ID,Kellogg,47.54769889,-116.1885008
LWS,Lewiston/Nez Perce County,ID,Lewiston,46.37449806,-117.0153944
MYL,McCall Municipal,ID,McCall,44.88879556,-116.1017497
U76,Mountain Home Municipal,ID,Mountain Home,43.13125278,-115.7295944
MAN,Nampa Municipal,ID,Nampa,None,None
S68,Orofino Municipal,ID,Orofino,46.49129139,-116.2768061
1U7,Bear Lake County,ID,Paris,42.24714972,-111.33826
U10,Preston,ID,Preston,42.10690806,-111.9125389
1S6,Priest River Municipal,ID,Priest River,48.19018611,-116.9093644
RXE,Rexburg-Madison County,ID,Rexburg,43.83391139,-111.805105
S72,Jack A Buell,ID,Saint Maries,47.32768722,-116.5773906
SMN,Lemhi County,ID,Salmon,45.12047778,-113.8820103
SZT,Sandpoint,ID,Sandpoint,48.29965139,-116.5597681
TWF,Joslin Field/Magic Valley Regional,ID,Twin Falls,42.48180389,-114.4877356
S87,Weiser Municipal,ID,Weiser,44.20683056,-116.9623869
ALN,St Louis Regional,IL,Alton,38.89029083,-90.04604306
ARR,Aurora Municipal,IL,Aurora,41.77192944,-88.47565917
K06,Greater Beardstown,IL,Beardstown,39.97338139,-90.40373556
BLV,Scott AFB/Midamerica St Louis,IL,Belleville,38.54517861,-89.83518444
H96,Benton Municipal,IL,Benton,38.00675111,-88.93441528
BMI,Central Il Regional/Bloomington-Normal,IL,Bloomington-Normal Airport,40.47798556,-88.91595278
1C5,Bolingbrook's Clow International,IL,Bolingbrook,41.69597444,-88.12923056
CPS,St Louis Downtown,IL,Cahokia,38.57072444,-90.15622111
CIR,Cairo Regional,IL,Cairo,37.06447222,-89.21961111
CTK,Ingersoll,IL,Canton,40.56909444,-90.07484
MDH,Southern Illinois,IL,Carbondale,37.77809583,-89.25203111
CUL,Carmi Municipal,IL,Carmi,38.08947917,-88.12306111
1H8,Casey Municipal,IL,Casey,39.30250917,-88.00406194
ENL,Centralia Municipal,IL,Centralia,38.51479889,-89.09217944
MDW,Chicago Midway International,IL,Chicago,41.7859825,-87.75242444
ORD,Chicago O'Hare International,IL,Chicago,41.979595,-87.90446417
DNV,Vermilion Regional,IL,Danville,40.19946861,-87.59553528
DKB,De Kalb Taylor Municipal,IL,De Kalb,41.93188111,-88.70829861
DEC,Decatur,IL,Decatur,39.8345625,-88.86568917
C73,Dixon Municipal-Charles R Walgreen Field,IL,Dixon,41.83369889,-89.44621333
DPA,Dupage,IL,DuPage (County),41.90688333,-88.24841722
1H2,Effingham County Memorial,IL,Effingham,39.07045083,-88.53351972
FWC,Fairfield Municipal,IL,Fairfield,38.37863306,-88.41265222
FOA,Flora Municipal,IL,Flora,38.66494528,-88.45299556
FEP,Albertus,IL,Freeport,42.24626722,-89.58223944
GBG,Galesburg Municipal,IL,Galesburg,40.93800194,-90.43112556
C81,Campbell,IL,Grays Lake,42.32461111,-88.07408806
GRE,Greenville,IL,Greenville,38.83615778,-89.37841111
10C,Galt Field,IL,Greenwood,42.40266472,-88.37588917
HSB,Harrisburg-Raleigh,IL,Harrisburg,37.8115,-88.54913889
0C0,Dacy,IL,Harvard,42.40418556,-88.63343222
9I0,Havana Regional,IL,Havana,40.221155,-90.02289361
IJX,Jacksonville Municipal,IL,Jacksonville,39.77429694,-90.23856583
JOT,Joliet Regional,IL,Joliet,41.51805833,-88.17525583
IKK,Greater Kankakee,IL,Kankakee,41.07140417,-87.84626861
EZI,Kewanee Municipal,IL,Kewanee,41.20520361,-89.96386
C75,Marshall County,IL,Lacon,41.01928583,-89.38642222
3CK,Lake in the Hills,IL,Lake in the Hills,42.20680306,-88.32304028
IGQ,Lansing Municipal,IL,Lansing,41.53988889,-87.53216667
AJG,Mount Carmel Municipal,IL,Lawrenceville,38.60654722,-87.72669417
LWV,Lawrenceville-Vincennes International,IL,Lawrenceville,38.76429639,-87.60549556
AAA,Logan County,IL,Lincoln,None,None
3LF,Litchfield Municipal,IL,Litchfield,39.16635306,-89.67489694
MQB,Macomb Municipal,IL,Macomb,40.52034556,-90.65246389
MWA,Veterans Airport of Southern Illinois,IL,Marion,37.75313528,-89.01159694
MTO,Coles County Memorial,IL,Mattoon,39.47793722,-88.27923833
M30,Metropolis Municipal,IL,Metropolis,37.18588722,-88.75061
MLI,Quad Cities International,IL,Moline,41.44852639,-90.50753917
C56,Bult Field,IL,Monee,41.37756167,-87.68137528
C66,Monmouth Municipal,IL,Monmouth,40.92970444,-90.63110722
C09,Morris Municipal - James R Washburn Field,IL,Morris,41.42541667,-88.41869444
I63,Mount Sterling Municipal,IL,Mount Sterling,39.9875,-90.80416667
MVN,Mount Vernon,IL,Mount Vernon,38.32335444,-88.85847917
OLY,Olney-Noble,IL,Olney,38.72182722,-88.17643278
PRG,Edgar County,IL,Paris,39.70015944,-87.66961861
C15,Pekin Municipal,IL,Pekin,40.48820611,-89.67591083
3MY,Mount Hawley Auxiliary,IL,Peoria,40.79525917,-89.6134025
PIA,General Downing - Peoria International,IL,Peoria,40.66424333,-89.69330556
VYS,Illinois Valley Regional-Walter A Duncan Field,IL,Peru,41.35186806,-89.15308417
PJY,Pinckneyville/Du Quoin,IL,Pinckneyville,37.97788417,-89.36044889
PPQ,Pittsfield Penstone Municipal,IL,Pittsfield,39.63885556,-90.77843111
PNT,Pontiac Municipal,IL,Pontiac,None,None
C77,Poplar Grove,IL,Poplar Grove,42.32268639,-88.83651833
UIN,Quincy Regional-Baldwin Field,IL,Quincy,39.94262417,-91.19445611
TIP,Rantoul Ntl Aviation Center-Frank Elliott Field,IL,Rantoul,None,None
RSV,Crawford County,IL,Robinson,39.01604222,-87.649775
RPJ,Rochelle Municipal/Koritz Field,IL,Rochelle,None,None
RFD,Chicago/Rockford International,IL,Rockford,42.19536389,-89.09721111
LOT,Lewis University,IL,Romeo (RR name for Romeoville),41.60844444,-88.09094444
SLO,Salem-Leckrone,IL,Salem,38.64287222,-88.96418528
SFY,Tri-Township,IL,Savanna,42.04581972,-90.10760056
CMI,University of Illinois/Willard,IL,Savoy,40.03925,-88.27805556
06C,Schaumburg Regional,IL,Schaumburg,41.98934083,-88.10124278
4H1,Schaumburg Municipal Helistop,IL,Schaumburg,None,None
2H0,Shelby County,IL,Shelbyville,39.41042861,-88.8454325
SAR,Sparta Community-Hunter Field,IL,Sparta,38.14893833,-89.69870972
SPI,Abraham Lincoln Capital,IL,Springfield,39.84395194,-89.67761861
SQI,Whiteside County/Jos H Bittorf Field,IL,Sterling,41.74284139,-89.67629028
TAZ,Taylorville Municipal,IL,Taylorville,39.53418583,-89.32781222
K96,Tuscola,IL,Tuscola,39.78086528,-88.30616
VLA,Vandalia Municipal,IL,Vandalia,38.99130556,-89.16622222
UGN,Waukegan Ntl,IL,Waukegan,42.42216,-87.86790694
PWK,Chicago Exec,IL,Wheeling,42.11418083,-87.90148083
AID,Anderson Municipal-Darlington Field,IN,Anderson,40.10862139,-85.61299472
ANQ,Tri-State Steuben County,IN,Angola,41.63969833,-85.08349333
GWB,De Kalb County,IN,Auburn,None,None
BFR,Virgil I Grissom Municipal,IN,Bedford,38.84003306,-86.44536361
BMG,Monroe County,IN,Bloomington,39.14602139,-86.61668278
BAK,Columbus Municipal,IN,Columbus,39.26191861,-85.89634556
CEV,Mettel Field,IN,Connersville,39.69803139,-85.13124528
CFJ,Crawfordsville Regional,IN,Crawfordsville,39.97562861,-86.91986361
2R2,Hendricks County-Gordon Graham Field,IN,Danville,None,None
1I9,Delphi Municipal,IN,Delphi,40.54281417,-86.68167194
EKM,Elkhart Municipal,IN,Elkhart,41.71935833,-86.00168361
EVV,Evansville Regional,IN,Evansville,38.03799139,-87.53062667
UMP,Indianapolis Metro,IN,Fishers,39.9352025,-86.04495333
FWA,Fort Wayne International,IN,Fort Wayne,40.97846583,-85.19514639
SMD,Smith Field,IN,Fort Wayne,41.14335389,-85.15277694
FKR,Frankfort Clinton County Regional,IN,Frankfort,40.27343083,-86.56217028
FRH,French Lick Municipal,IN,French Lick,38.50622139,-86.63693528
GYY,Gary/Chicago International,IN,Gary,41.61627306,-87.41278806
GSH,Goshen Municipal,IN,Goshen,41.52716028,-85.79210278
GPC,Putnam County Regional,IN,Greencastle,None,None
I34,Greensburg Municipal,IN,Greensburg,39.32691111,-85.52252694
HFY,Indy South Greenwood,IN,Greenwood,39.62841667,-86.08788889
05C,Griffith-Merrillville,IN,Griffith,41.51961917,-87.40109333
HNB,Huntingburg,IN,Huntingburg,38.24902583,-86.95371833
HHG,Huntington Municipal,IN,Huntington,40.85299,-85.45941917
8A4,Indianapolis Downtown,IN,Indianapolis,None,None
EYE,Eagle Creek Airpark,IN,Indianapolis,39.83070944,-86.29438056
IND,Indianapolis International,IN,Indianapolis,39.71732917,-86.29438417
JVY,Clark Regional,IN,Jeffersonville,38.36562278,-85.73829639
C62,Kendallville Municipal,IN,Kendallville,41.47271639,-85.26080833
50I,Kentland Municipal,IN,Kentland,40.75873222,-87.42821917
OXI,Starke County,IN,Knox,41.3301875,-86.66473194
OKK,Kokomo Municipal,IN,Kokomo,40.5281775,-86.05899
PPO,La Porte Municipal,IN,La Porte,41.57276194,-86.73413139
GGP,Logansport/Cass County,IN,Logansport,40.71126139,-86.37449917
IMS,Madison Municipal,IN,Madison,38.75888889,-85.46552778
MZZ,Marion Municipal - McKinney Field,IN,Marion,40.49037278,-85.67914389
MQJ,Indianapolis Regional,IN,McCordsville,39.84348556,-85.89706389
MGC,Michigan City Municipal-Phillips Field,IN,Michigan City,41.70331694,-86.82124167
MCX,White County,IN,Monticello,40.70881639,-86.76676139
MIE,Delaware County Regional,IN,Muncie,40.24234806,-85.39586
UWL,New Castle Henry County Marlatt Field,IN,New Castle,39.87585167,-85.32646806
OVO,North Vernon,IN,North Vernon,39.04563667,-85.60533
I42,Paoli Municipal,IN,Paoli,38.58338806,-86.46248778
I76,Peru Municipal,IN,Peru,40.78631889,-86.14638306
C65,Plymouth Municipal,IN,Plymouth,41.36513333,-86.30050417
PLD,Portland Municipal,IN,Portland,40.45076167,-84.99007917
RZL,Jasper County,IN,Rensselaer,40.94789861,-87.18257944
RID,Richmond Municipal,IN,Richmond,39.75721528,-84.84282
RCR,Fulton County,IN,Rochester,41.06554833,-86.18170444
I83,Salem Municipal,IN,Salem,38.60200167,-86.13997889
SER,Freeman Municipal,IN,Seymour,38.92355361,-85.90736556
GEZ,Shelbyville Municipal,IN,Shelbyville,39.58316583,-85.80481
SBN,South Bend International,IN,South Bend,41.70895361,-86.31847417
SIV,Sullivan County,IN,Sullivan,39.1147125,-87.44832917
TEL,Perry County Municipal,IN,Tell City,38.01769694,-86.69093
HUF,Terre Haute Regional,IN,Terre Haute,39.45146361,-87.30756111
VPZ,Porter County Regional,IN,Valparaiso,41.45396667,-87.00707139
IWH,Wabash Municipal,IN,Wabash,40.76195972,-85.79873417
ASW,Warsaw Municipal,IN,Warsaw,41.2747,-85.84005556
DCY,Daviess County,IN,Washington,38.70042333,-87.12973222
LAF,Purdue University,IN,West Lafayette,40.41231694,-86.93689889
RWN,Arens Field,IN,Winamac,41.09226306,-86.61287111
I22,Randolph County,IN,Winchester,40.16885083,-84.92585333
TYQ,Indianapolis Exec,IN,Zionsville,40.03064972,-86.2514375
4C8,Albia Municipal,IA,Albia,40.99445361,-92.76297194
AXA,Algona Municipal,IA,Algona,43.07791056,-94.27199278
AMW,Ames Municipal,IA,Ames,41.99206972,-93.62180139
IKV,Ankeny Regional,IA,Ankeny,41.69128556,-93.56630333
AIO,Atlantic Municipal,IA,Atlantic,41.40726722,-95.04690639
ADU,Audubon County,IA,Audubon,41.70137556,-94.92054167
TZT,Belle Plaine Municipal,IA,Belle Plaine,41.87877778,-92.28456944
4K6,Bloomfield Municipal,IA,Bloomfield,40.73210556,-92.42826889
BNW,Boone Municipal,IA,Boone,42.04956944,-93.84757222
BRL,Southeast Iowa Regional,IA,Burlington,40.783225,-91.12550556
CIN,Arthur N Neu,IA,Carroll,42.04619444,-94.789
CID,The Eastern Iowa,IA,Cedar Rapids,41.88458833,-91.71087222
TVK,Centerville Municipal,IA,Centerville,40.68390306,-92.90103333
CNC,Chariton Municipal,IA,Chariton,41.01962389,-93.35968028
CCY,Northeast Iowa Regional,IA,Charles City,43.07260861,-92.61077833
CKP,Cherokee County Regional,IA,Cherokee,42.73147222,-95.55613889
ICL,Schenck Field,IA,Clarinda,40.72178361,-95.02642667
CAV,Clarion Municipal,IA,Clarion,42.74194389,-93.75890944
MCW,Mason City Municipal,IA,Clear Lake,43.1577925,-93.33126056
CWI,Clinton Municipal,IA,Clinton,41.8311125,-90.32913056
CBF,Council Bluffs Municipal,IA,Council Bluffs,41.25947222,-95.75997222
CSQ,Creston Municipal,IA,Creston,41.02146139,-94.36331917
DVN,Davenport Municipal,IA,Davenport,41.6102775,-90.58832528
DEH,Decorah Municipal,IA,Decorah,43.27550139,-91.73937389
DNS,Denison Municipal,IA,Denison,41.9864325,-95.38072083
DSM,Des Moines International,IA,Des Moines,41.53493306,-93.66068222
DBQ,Dubuque Regional,IA,Dubuque,42.40295944,-90.70916722
EGQ,Emmetsburg Municipal,IA,Emmetsburg,43.10202056,-94.704675
EST,Estherville Municipal,IA,Estherville,43.40744444,-94.74641667
FFL,Fairfield Municipal,IA,Fairfield,41.05332417,-91.97892333
FXY,Forest City Municipal,IA,Forest City,43.23473417,-93.6241025
FOD,Fort Dodge Regional,IA,Fort Dodge,42.55145611,-94.19255111
FSW,Fort Madison Municipal,IA,Fort Madison,40.6592625,-91.3268175
GFZ,Greenfield Municipal,IA,Greenfield,41.32702778,-94.44572222
GGI,Grinnell Regional,IA,Grinnell,41.70916083,-92.73491278
GCT,Guthrie County Regional,IA,Guthrie Center,41.68776417,-94.43524611
HPT,Hampton Municipal,IA,Hampton,42.72372361,-93.22634056
HNR,Harlan Municipal,IA,Harlan,41.58438889,-95.33963889
0K7,Humboldt Municipal,IA,Humboldt,42.7360825,-94.24524167
IIB,James H Connell Field at Independence Municipal,IA,Independence,42.45359833,-91.94761833
IOW,Iowa City Municipal,IA,Iowa City,41.63924389,-91.54650333
IFA,Iowa Falls Municipal,IA,Iowa Falls,42.47078639,-93.26995361
EFW,Jefferson Municipal,IA,Jefferson,42.01016667,-94.34258333
EOK,Keokuk Municipal,IA,Keokuk,40.45990778,-91.42850111
OXV,Knoxville Municipal,IA,Knoxville,41.29888556,-93.11381556
LWD,Lamoni Municipal,IA,Lamoni,40.63333306,-93.90217028
LRJ,Le Mars Municipal,IA,Le Mars,42.77801778,-96.19368944
C27,Manchester Municipal,IA,Manchester,None,None
MEY,James G Whiting Memorial Field,IA,Mapleton,42.178295,-95.79364528
OQW,Maquoketa Municipal,IA,Maquoketa,42.050075,-90.73880472
MIW,Marshalltown Municipal,IA,Marshalltown,42.11272639,-92.91778778
SXK,Sioux County Regional,IA,Maurice,None,None
MXO,Monticello Regional,IA,Monticello,42.22611111,-91.16708333
MPZ,Mount Pleasant Municipal,IA,Mount Pleasant,40.94661389,-91.511075
MUT,Muscatine Municipal,IA,Muscatine,41.36786333,-91.14821639
TNU,Newton Municipal-Earl Johnson Field,IA,Newton,41.67442972,-93.02172917
OLZ,Oelwein Municipal,IA,Oelwein,42.68084472,-91.97447833
I75,Osceola Municipal,IA,Osceola,41.05221889,-93.68966222
OOA,Oskaloosa Municipal,IA,Oskaloosa,41.22614944,-92.49388278
OTM,Ottumwa Regional,IA,Ottumwa,41.10659611,-92.44793972
PEA,Pella Municipal,IA,Pella,41.40006667,-92.94588333
PRO,Perry Municipal,IA,Perry,41.82801306,-94.15990361
POH,Pocahontas Municipal,IA,Pocahontas,42.74280556,-94.64730556
RDK,Red Oak Municipal,IA,Red Oak,41.01052778,-95.25986111
2Y4,Rockwell City Municipal,IA,Rockwell City,42.38748056,-94.61803333
SKI,Sac City Municipal,IA,Sac City,42.37908333,-94.97958333
SHL,Sheldon Regional,IA,Sheldon,43.20839361,-95.83343306
SDA,Shenandoah Municipal,IA,Shenandoah,40.75148167,-95.41347222
SUX,Sioux Gateway/Brig General Bud Day Field,IA,Sioux City,42.40260333,-96.38436694
SPW,Spencer Municipal,IA,Spencer,43.16552778,-95.20280556
SLB,Storm Lake Municipal,IA,Storm Lake,42.59719444,-95.24066667
8C4,Mathews Memorial,IA,Tipton,None,None
VTI,Vinton Veterans Memorial Airpark,IA,Vinton,42.21862611,-92.02592806
AWG,Washington Municipal,IA,Washington,41.27610083,-91.67344389
ALO,Waterloo Regional,IA,Waterloo,42.55708139,-92.40034361
C25,Waverly Municipal,IA,Waverly,42.7419525,-92.50793528
EBS,Webster City Municipal,IA,Webster City,42.43663889,-93.86886111
3Y2,George L Scott Municipal,IA,West Union,42.98508917,-91.79060417
3Y3,Winterset Municipal,IA,Winterset,41.36276778,-94.02106194
K78,Abilene Municipal,KS,Abilene,38.90405583,-97.23585389
ANY,Anthony Municipal,KS,Anthony,37.15852194,-98.07964667
K59,Amelia Earhart,KS,Atchison,39.57052472,-95.18033139
ADT,Atwood-Rawlins County City-County,KS,Atwood,39.84013889,-101.0420278
3AU,Augusta Municipal,KS,Augusta,37.67162778,-97.07787222
RPB,Belleville Municipal,KS,Belleville,39.81790861,-97.659625
K61,Moritz Memorial,KS,Beloit,39.47115222,-98.12878389
UKL,Coffey County,KS,Burlington,38.30248472,-95.7249575
CNU,Chanute Martin Johnson,KS,Chanute,37.66879722,-95.48506444
8K8,Cimarron Municipal,KS,Cimarron,37.83057667,-100.3504222
CYW,Clay Center Municipal,KS,Clay Center,39.38713889,-97.15721417
CFV,Coffeyville Municipal,KS,Coffeyville,37.0940475,-95.57189417
CBK,Shalz Field,KS,Colby,39.42753083,-101.0465719
CNK,Blosser Municipal,KS,Concordia,39.54925139,-97.65231667
DDC,Dodge City Regional,KS,Dodge City,37.76312194,-99.96542389
EQA,El Dorado/Capt Jack Thomas Memorial,KS,El Dorado,37.77410833,-96.81762778
EHA,Elkhart-Morton County,KS,Elkhart,37.00188194,-101.8821258
9K7,Ellsworth Municipal,KS,Ellsworth,38.74750889,-98.23061222
EMP,Emporia Municipal,KS,Emporia,38.33211111,-96.19116667
13K,Lt William M Milliken,KS,Eureka,37.8515825,-96.29169806
FSK,Fort Scott Municipal,KS,Fort Scott,37.79843056,-94.76938111
GCK,Garden City Regional,KS,Garden City,37.92751556,-100.7244147
K34,Gardner Municipal,KS,Gardner,38.80708333,-94.95602778
K68,Garnett Municipal,KS,Garnett,38.27918833,-95.21691833
